Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
srinagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumanthanagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
basappa layout bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinivasanagara bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
2nd cross hanumantha nagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near mukunda store hanumantha nagara bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
near icici bank hanumanthanagara bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
in fornt of shekar hospital gavipuram bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
l srinagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumanthanagara bengaluru city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
8th main hanumanthanagar bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru cit,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinivasanagara bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
hanumantha nagara bengaluru cit,Residential,Night,Low,No,No,Outer,Low,Unsafe
pipeline road srinagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th cross bsk 1st stage ashoka nagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bt road gavipuram bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumanthanagara bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
560019,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ashokanagara bengaluru cit,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd main hanumanthanagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd block bsk 1st stage bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 1st stage srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
gavipuram bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru cit,Residential,Night,Low,No,No,Outer,Low,Unsafe
1st block srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
50 feet road srinagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
kalidas leyout srinagar bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Unsafe
opp.madduaramma temple pipeline srinagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
b t road hanumanthanagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st cross srinagar bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
near kandiments srinagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
srinaara bengaluru cit,Residential,Night,Low,No,No,Outer,Low,Unsafe
krishna nadi road brundavananagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ragvendra block srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560028,Residential,Night,Low,No,No,Outer,Low,Unsafe
near bms collage bull temple road bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560019,Residential,Night,Low,No,No,Outer,Low,Unsafe
yalamma temple side sunkenehalli bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumanthanagar bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
14th main hanumanthanagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
3rd block thyagraj nagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near webstars school hanumanthanagar bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
infront of hotel shankar nag circle srinivasha nagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
t.r.naagr bengluru-28,Residential,Morning,Low,No,No,Outer,Low,Unsafe
c.t.bed. t.r.nagar. bengluru-28,Residential,Morning,Low,No,No,Outer,Low,Unsafe
c.t.bed. t.r.nagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
c.t. bed t.r nagar.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Morning,Low,No,No,Outer,Low,Unsafe
t.r.nagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengalore-85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengalora-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Evening,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Night,Low,No,No,Outer,Low,Unsafe
basavanagudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gandi bazar main,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bsavanagudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
basavangudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
n r colony,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
basvanagudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
n r colony,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k r park,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gandi bazar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
basavnagudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Evening,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Night,Low,No,No,Outer,Low,Unsafe
560041,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
6th main ashok nagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayashree collection hanumanthanagar bengaluru cit,Residential,Night,Low,No,No,Outer,Low,Unsafe
bsk 1st stage ashok nagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th cross hanumanthanagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
ramanjeneya gudda hanumanthanagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560050,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th main srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 1st sge ashoknagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
n r colony ashok nagar bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th cross srinivashnagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
t s road hanumanthanagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross thyagarajanagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
ashoka nagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
opp radhakrishna school srinagar bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 1st stage bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th cross ashoknagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near muneshwaraswamy temple srinivasanagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
srinagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
hanumanthanagar bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near mount joy circle hanumanthanagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kalidasa layout srinagar bengaluru city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
2nd cross hanumanthanagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagar bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
hanumantha nagara bengaluru city karnaka 56001,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bnaaglore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
t.r.nagar,Residential,Night,Low,No,No,Outer,Low,Unsafe
benagaluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
benglauru-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru-85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
vidyapeeta mha,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengluru-28,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Evening,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bsk 3rd stage banglor-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banglore-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th block bsk 3rd stage banglore-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
13th cross bsk 3rd stage banglore-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
banglore-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
bsk 3rd stage banglore-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 3rd stage banglore-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
banglore-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
4th block jayanagara,Residential,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagara,Residential,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar 6th block,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
4th t block jayanagara,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagara 4th t block,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagara 4th t block,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayanagara 7 th block,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar 8th block,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
4th t block jayanagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jayanagar 5th block,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar 4th t block,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th block jayanagar,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
basavanagudi,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560004,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560078,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560076,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560069,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no 34 mountains street jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kutti colony siddapura jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near sanjay gandhi hospital compound gundappa slum byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near rajeev gandhi hospital jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
madhavan park jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar 2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
near bilal masjid k.m.colony jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
mountain street 1st block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
10th a main 1st block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bhcs layout gowdanaplya bengalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bhcs layout uttarahalli main road bengalore city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
near srinidhi layout chuchagta bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
beereswar nagar chuchagta mainroad bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
konannakute bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
shyaman garden chuchagta bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
maruti layout bengalore city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
amruta nagar kanakapur main marallu stand bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
saravbowmangar chikkalasandra bengalor city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinidhi layout konannakute bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
valabhanagar konannakute cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
showdhamini konannakute cross bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
p nagar 7th phase bengalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ags layout arehalli bengalore city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
v nagar bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
sai nagar ramajeneya nagar bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinidi layout konannakute bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
beereshawar nagar chuchagta bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
p nagar 8th phase koturudinne bengalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
rbi layout konannakute bengalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
p nagar 8th phase koturudinne bengalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
80 fit road vishavanhapur bengalore city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
1st main road arehalli saptagiri layout ittamadu bengalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
nandivinaya appartment opp ankanppa layout bengalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560061,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
gottigere,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gowrav nagara,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gottigre,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gottigere,Residential,Evening,Low,No,No,Outer,Low,Unsafe
kothanur dinne,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jambusavari dinne main road,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
harinagara.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
beereshwara nagara,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
harinagara,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
"bengaluru
city",Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
opposite no.35 house pipe line road iliyas nagar bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k s layout bangalore 560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
iliyas nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
sarakki bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bikasipura isro layout,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jhbcs layout bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
yelachenahalli,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
near idhga minoz nagar bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapura main road bangalore city /78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560085,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560085,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560050,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560085,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b/85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
b/85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b/85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
chamaraj pete b/18,Residential,Evening,Low,No,No,Outer,Low,Unsafe
shankarapura b'lore/04,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b/lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b/lore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b/lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengluru/85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengluru/85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengluru/85,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengluru/85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
4th block jayanagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagara,Residential,Night,Low,No,No,Outer,Low,Unsafe
basavanagudi,Residential,Evening,Low,No,No,Outer,Low,Unsafe
kanakapura main road banashankri,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar,Residential,Evening,Low,No,No,Outer,Low,Unsafe
banashankari circle,Residential,Evening,Low,No,No,Outer,Low,Unsafe
